Amount.Requested,Loan.Amount,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Score,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.,Employment.Length,Intercept
100072,24375,14,36,credit_card,0.26,MT,MORTGAGE,4583.33,710,11,27379,3,4 years,1
78792,25225,12,36,debt_consolidation,0.31,CA,MORTGAGE,6500,715,8,11736,0,10+ years,1
13110,20000,16,60,debt_consolidation,0.12,VA,MORTGAGE,6666.67,700,12,20744,1,5 years,1
74037,30225,18,36,credit_card,0.28,TX,MORTGAGE,8333.33,710,21,28631,0,10+ years,1
5465,7000,7,36,credit_card,0.09,AZ,MORTGAGE,3352,770,14,14014,2,< 1 year,1
23345,35000,16,60,home_improvement,0.26,FL,MORTGAGE,6308.75,735,14,34883,0,10+ years,1
59271,7575,10,36,debt_consolidation,0.11,TX,RENT,2375,725,3,5640,0,3 years,1
54197,15000,13,36,other,0.17,PA,RENT,4166.67,695,11,9066,0,2 years,1
45525,24000,16,60,small_business,0.01,NY,OWN,10000,725,8,0,3,10+ years,1
94545,19800,15,60,debt_consolidation,0.15,IL,MORTGAGE,6666.67,675,10,46879,3,6 years,1
10785,9250,11,60,small_business,0.03,CA,MORTGAGE,8500,755,6,105060,0,4 years,1
42562,6000,16,36,debt_consolidation,0.06,NC,MORTGAGE,6916.67,660,7,6309,1,6 years,1
70606,3500,15,36,other,0.07,NY,RENT,5000,685,2,14064,0,1 year,1
102226,7200,15,36,debt_consolidation,0.1,CA,RENT,4500,645,7,6572,1,6 years,1
56056,12000,6,36,medical,0.23,MT,MORTGAGE,7500,760,8,5116,0,10+ years,1
53245,20000,8,36,credit_card,0.14,CA,RENT,7258.33,730,5,14268,0,9 years,1
71531,3900,12,36,debt_consolidation,0.08,HI,MORTGAGE,2583.33,685,8,3724,0,1 year,1
45828,16000,19,60,credit_card,0.21,NC,RENT,3416.67,680,8,26060,1,10+ years,1
28189,15000,16,36,other,0.11,SC,MORTGAGE,8583.33,675,6,3844,2,7 years,1
55542,28200,21,60,debt_consolidation,0.16,NY,MORTGAGE,4833.33,695,18,27158,0,9 years,1
26424,15000,13,36,small_business,0.03,AK,RENT,6666.67,705,3,2698,0,< 1 year,1
27371,7400,14,36,other,0.21,NY,RENT,4166.25,675,17,6653,1,n/a,1
24445,15000,11,36,debt_consolidation,0.15,MA,RENT,5150,730,9,5116,2,2 years,1
25133,4500,6,36,debt_consolidation,0.21,NY,RENT,3644.83,765,8,1058,2,< 1 year,1
72072,3000,14,36,debt_consolidation,0.12,NC,RENT,4789.33,680,9,1353,2,10+ years,1
43844,9000,14,36,debt_consolidation,0.19,TX,RENT,5833.33,675,13,11637,3,8 years,1
60894,4000,9,36,credit_card,0.24,FL,RENT,4583.33,705,17,11351,0,1 year,1
59206,10000,17,36,credit_card,0.22,MI,MORTGAGE,2916.67,665,18,21245,0,10+ years,1
24426,6400,16,60,debt_consolidation,0.24,NY,RENT,3500,690,9,973,0,4 years,1
91173,4325,10,36,debt_consolidation,0.02,GA,MORTGAGE,11000,715,9,75,3,n/a,1
56404,12000,13,36,debt_consolidation,0.17,WA,MORTGAGE,4583.33,695,9,41871,0,3 years,1
75634,10000,15,36,debt_consolidation,0.1,CA,RENT,9000,665,12,5141,0,10+ years,1
93296,12000,10,36,home_improvement,0.08,MA,MORTGAGE,6250,720,9,11626,0,< 1 year,1
69885,6000,12,36,debt_consolidation,0.05,WI,MORTGAGE,4333.33,690,12,9656,2,5 years,1
31787,2200,13,36,debt_consolidation,0.03,WA,OWN,6666.67,700,2,10142,0,5 years,1
38073,5000,14,36,debt_consolidation,0.17,FL,OWN,5000,670,9,14748,3,1 year,1
25600,12000,20,60,debt_consolidation,0.16,NV,RENT,3376,665,12,8437,1,4 years,1
36576,3000,8,36,credit_card,0.22,PA,MORTGAGE,5583.33,705,15,12968,0,3 years,1
81991,30000,21,60,debt_consolidation,0.17,NY,MORTGAGE,13999.17,700,14,61579,0,10+ years,1
73434,10800,12,36,debt_consolidation,0.27,NJ,RENT,5833.33,695,6,27585,0,5 years,1
50956,10500,18,36,debt_consolidation,0.12,GA,MORTGAGE,8750,660,15,9984,3,8 years,1
45189,10000,7,36,debt_consolidation,0.05,CA,MORTGAGE,10833.33,755,5,40827,0,7 years,1
80144,24000,12,36,debt_consolidation,0.27,TX,MORTGAGE,5791.67,715,13,34104,0,10+ years,1
77251,16000,14,36,debt_consolidation,0.03,CA,MORTGAGE,3333.33,690,6,3909,0,7 years,1
49782,15000,14,36,debt_consolidation,0.13,MI,MORTGAGE,3500,705,7,13036,1,10+ years,1
101411,9500,22,36,other,0.16,PA,RENT,4500,660,7,3673,1,3 years,1
81782,35000,19,36,debt_consolidation,0.16,FL,MORTGAGE,18750,690,21,73813,1,4 years,1
71268,5000,8,36,debt_consolidation,0.22,TX,MORTGAGE,4166.67,725,8,15502,1,n/a,1
38833,15000,12,36,debt_consolidation,0.12,FL,RENT,6250,700,6,6622,0,6 years,1
69249,5000,15,36,debt_consolidation,0.17,GA,RENT,1750,675,3,10361,0,< 1 year,1
5299,19000,11,36,debt_consolidation,0.2,CA,RENT,4548.83,775,12,33809,1,5 years,1
61835,11625,16,36,debt_consolidation,0.31,OK,RENT,2860,680,14,8374,2,7 years,1
64769,25000,8,36,wedding,0.13,NY,RENT,6750,750,16,17193,0,5 years,1
35250,8000,13,36,debt_consolidation,0.08,AL,OWN,7916.67,685,4,1442,0,6 years,1
7007,9800,9,36,major_purchase,0.15,HI,MORTGAGE,3583.33,760,12,5164,0,3 years,1
2577,6000,8,36,wedding,0.01,NY,RENT,5000,765,6,7161,0,3 years,1
37863,10200,12,36,debt_consolidation,0.18,CO,MORTGAGE,5833.33,705,9,9817,2,4 years,1
34551,10500,7,36,medical,0.16,OK,MORTGAGE,4853.33,760,9,2816,1,3 years,1
38905,5000,8,36,small_business,0.08,IL,MORTGAGE,5500,725,11,16396,3,< 1 year,1
53762,17500,8,36,small_business,0.08,CA,RENT,5416.67,810,4,17,0,< 1 year,1
32323,4000,19,36,other,0.11,CA,RENT,1600,685,2,299,0,6 years,1
49042,22000,12,36,debt_consolidation,0.17,NY,RENT,3916.67,715,4,22142,0,1 year,1
16346,5000,6,36,other,0.09,NY,RENT,5520,750,10,7351,0,7 years,1
100424,8000,16,36,credit_card,0.29,IL,MORTGAGE,6916.67,685,14,21498,2,4 years,1
75831,19125,18,60,other,0.29,GA,RENT,4166.67,700,14,28108,3,6 years,1
67863,16000,12,36,debt_consolidation,0.18,NY,RENT,4166.67,700,14,16309,0,1 year,1
103546,4500,15,36,vacation,0.17,NY,OWN,6000,660,18,5197,4,2 years,1
50874,5800,22,60,other,0.12,CA,RENT,1416.67,665,3,6077,2,6 years,1
101548,10000,15,36,credit_card,0.06,FL,RENT,5416.67,645,4,2211,6,< 1 year,1
80841,16750,19,36,debt_consolidation,0.09,FL,MORTGAGE,5666.67,680,8,13567,1,4 years,1
65855,3600,12,36,debt_consolidation,0.27,CA,OWN,3333.33,695,15,12153,1,10+ years,1
26919,10000,16,36,debt_consolidation,0.12,NY,RENT,7500,670,12,17133,1,10+ years,1
31098,6000,5,36,vacation,0.02,MD,OWN,4250,800,14,1838,0,10+ years,1
68962,10000,8,36,medical,0.13,MN,MORTGAGE,7416.67,735,12,16297,2,10+ years,1
61493,10000,18,36,credit_card,0.06,CO,RENT,7166.67,685,3,15279,1,10+ years,1
28574,5000,7,36,home_improvement,0.16,VA,MORTGAGE,18750,745,10,129071,0,10+ years,1
69724,35000,24,60,debt_consolidation,0.24,NY,RENT,7331.25,665,16,28687,2,4 years,1
33068,7000,8,36,wedding,0.21,CT,RENT,6000,715,9,6659,0,< 1 year,1
1342,3000,10,36,major_purchase,0,CT,RENT,4583.33,800,3,37,0,< 1 year,1
31200,28000,16,36,debt_consolidation,0.06,GA,MORTGAGE,6250,695,6,11923,1,3 years,1
10264,15200,16,60,home_improvement,0.19,DC,MORTGAGE,12083.33,690,20,19712,2,2 years,1
49920,15775,15,36,other,0.03,NY,RENT,4000,710,11,4058,1,10+ years,1
30441,30000,11,36,home_improvement,0.08,MN,MORTGAGE,22916.67,765,13,1945,0,4 years,1
33148,3000,10,36,wedding,0.05,IL,OWN,4166.67,710,9,7321,3,6 years,1
79022,15350,18,36,debt_consolidation,0.15,GA,MORTGAGE,4400,670,7,12823,0,10+ years,1
45222,26500,10,60,small_business,0.17,NY,MORTGAGE,5416.67,785,13,9966,0,10+ years,1
22768,6400,6,60,home_improvement,0.03,FL,MORTGAGE,6250,695,5,241,0,3 years,1
96412,13200,14,36,debt_consolidation,0.29,CA,RENT,3833.33,695,9,8568,1,10+ years,1
29340,12000,11,36,debt_consolidation,0.18,CA,MORTGAGE,7300,705,9,38342,0,4 years,1
73863,4000,6,36,car,0.34,GA,MORTGAGE,7917,800,19,55123,1,10+ years,1
32269,2500,7,36,home_improvement,0.11,MD,MORTGAGE,6166.67,730,14,24495,0,10+ years,1
45097,28000,19,36,debt_consolidation,0.09,LA,MORTGAGE,6666.67,700,6,14189,2,n/a,1
62353,9000,9,36,debt_consolidation,0.07,CA,RENT,12500,730,4,12964,0,5 years,1
53042,6600,6,36,home_improvement,0.17,NC,MORTGAGE,6250,750,14,17258,0,10+ years,1
92363,27050,17,60,credit_card,0.28,WA,MORTGAGE,5025,705,13,40037,1,10+ years,1
27374,4800,16,36,major_purchase,0,IL,RENT,4583.33,675,2,0,0,6 years,1
67953,7550,10,36,debt_consolidation,0.04,CA,MORTGAGE,8333.33,710,10,10204,0,2 years,1
5880,10000,8,36,debt_consolidation,0,OR,MORTGAGE,7083.33,775,9,2994,0,10+ years,1
3031,12500,11,36,credit_card,0.12,TX,RENT,4333.33,730,6,12568,2,8 years,1
92244,27575,19,36,debt_consolidation,0.19,WI,RENT,5166.67,660,6,14935,1,10+ years,1
61500,20000,13,36,debt_consolidation,0.04,IL,MORTGAGE,7238.92,720,6,11751,3,10+ years,1
7002,15000,15,36,major_purchase,0.09,TX,RENT,3000,730,8,0,2,< 1 year,1
53002,18000,9,36,home_improvement,0.13,NV,MORTGAGE,10500,730,15,4856,2,< 1 year,1
32737,5400,9,36,small_business,0.06,OH,RENT,3000,785,2,90,2,n/a,1
47286,23000,16,36,credit_card,0.16,CA,RENT,7083.33,695,8,9664,2,4 years,1
16577,8000,6,36,home_improvement,0.2,FL,OWN,5833.33,770,8,0,0,3 years,1
35530,3000,13,36,debt_consolidation,0.04,SC,OWN,1200,705,4,1643,0,< 1 year,1
23575,7200,7,36,credit_card,0.12,RI,MORTGAGE,7083.33,780,6,15933,1,3 years,1
99508,15350,16,36,credit_card,0.07,CO,MORTGAGE,5666.67,670,6,8128,0,1 year,1
72670,6000,12,36,wedding,0.21,GA,RENT,3333.33,685,8,4638,0,2 years,1
2882,15000,13,36,debt_consolidation,0.13,GA,MORTGAGE,2583.33,755,3,4923,2,9 years,1
20093,5000,13,60,moving,0.13,NY,RENT,4416.67,690,13,7686,0,< 1 year,1
9020,2575,7,36,educational,0.05,MA,RENT,6875,760,6,4678,2,3 years,1
52639,1800,14,36,vacation,0.24,NY,RENT,4250,670,11,5757,0,5 years,1
76348,10000,14,36,other,0.26,WA,MORTGAGE,5416.67,700,6,18652,1,6 years,1
57727,7750,11,36,debt_consolidation,0.07,UT,MORTGAGE,2916.67,705,5,6889,0,6 years,1
91915,12000,16,36,debt_consolidation,0.29,CT,RENT,5666.67,660,21,16822,2,3 years,1
97696,10000,6,36,debt_consolidation,0.16,KY,MORTGAGE,8333.33,780,11,14832,0,10+ years,1
51525,4950,14,36,debt_consolidation,0.14,CA,MORTGAGE,4166.67,665,15,8379,0,5 years,1
41626,8400,6,36,medical,0.15,WA,MORTGAGE,3200,760,6,10576,0,n/a,1
71634,3500,12,36,other,0.18,CA,MORTGAGE,5416.67,695,15,4067,3,< 1 year,1
51795,12000,16,36,credit_card,0.18,TX,MORTGAGE,7083.33,665,16,16993,2,7 years,1
73201,18000,22,60,credit_card,0.17,OH,MORTGAGE,5562.92,660,13,14866,3,7 years,1
31566,14675,13,60,debt_consolidation,0.29,FL,RENT,3167,725,7,21088,1,6 years,1
90826,13000,14,36,credit_card,0.16,CT,RENT,3250,675,6,6930,0,2 years,1
64262,15000,13,36,debt_consolidation,0.33,NY,RENT,4166.67,695,10,13198,0,9 years,1
2749,8250,9,36,credit_card,0.24,OH,MORTGAGE,3300,755,17,29576,2,8 years,1
73233,6900,14,36,credit_card,0.18,AR,OWN,4166.67,685,9,9720,1,10+ years,1
88842,35000,20,60,debt_consolidation,0.13,PA,MORTGAGE,10416.67,685,14,26487,4,2 years,1
8773,25000,11,36,debt_consolidation,0.12,VA,RENT,11166.67,750,6,28556,0,7 years,1
94795,9600,11,36,debt_consolidation,0.21,NV,MORTGAGE,3833.33,705,9,44403,1,5 years,1
71783,9000,7,36,debt_consolidation,0.17,NY,MORTGAGE,6750,755,7,12553,2,7 years,1
65113,6500,9,36,credit_card,0.31,CO,MORTGAGE,6000,740,14,61865,2,< 1 year,1
5189,1750,11,36,credit_card,0.08,CA,RENT,1833.33,720,4,1838,0,2 years,1
20592,5000,5,36,wedding,0.23,OH,RENT,2833.33,750,7,4573,0,3 years,1
71038,6000,16,36,debt_consolidation,0.16,GA,RENT,2500,670,5,5892,1,4 years,1
72764,25000,14,36,debt_consolidation,0.19,CA,RENT,6083.33,700,19,14666,0,10+ years,1
77043,13000,14,36,debt_consolidation,0.11,MN,MORTGAGE,3358.33,690,7,6327,1,10+ years,1
51326,5875,8,36,other,0.15,NV,RENT,5416.67,720,15,2617,2,4 years,1
57788,5000,16,36,debt_consolidation,0.21,VA,RENT,4583.33,660,19,11991,1,6 years,1
13386,16000,16,60,debt_consolidation,0.17,MO,MORTGAGE,5500,680,6,6842,0,9 years,1
17877,12000,10,60,small_business,0.14,GA,MORTGAGE,6666.67,730,10,6969,1,4 years,1
88396,35000,12,36,debt_consolidation,0.2,FL,MORTGAGE,13933.33,720,18,24288,0,1 year,1
19466,4800,6,36,car,0.12,NJ,RENT,2800,735,6,9228,0,3 years,1
19859,6500,11,36,credit_card,0.14,WY,MORTGAGE,2253,680,11,7558,1,2 years,1
19297,25000,13,36,other,0.04,MI,MORTGAGE,11500,735,4,6578,0,< 1 year,1
82626,1000,8,36,debt_consolidation,0.06,MD,MORTGAGE,9333.33,785,6,350,4,2 years,1
8078,16000,13,36,debt_consolidation,0.15,KY,MORTGAGE,4166.67,700,6,1962,1,2 years,1
102374,7675,15,36,other,0.18,TX,MORTGAGE,11666.67,645,13,12578,0,9 years,1
78732,13600,9,36,debt_consolidation,0.11,WA,RENT,10000,720,15,18028,0,10+ years,1
71751,12000,15,36,debt_consolidation,0.33,CA,RENT,5500,680,21,13559,1,3 years,1
20020,15000,10,36,house,0.27,AL,MORTGAGE,5250,750,11,44850,1,10+ years,1
89844,7125,18,36,debt_consolidation,0.11,CT,MORTGAGE,5636.75,675,14,5383,2,8 years,1
35991,35000,22,60,house,0.14,CA,RENT,20833.33,675,12,79792,0,6 years,1
92975,11575,13,60,debt_consolidation,0.18,NY,MORTGAGE,3750,725,12,18790,1,10+ years,1
5274,5000,7,36,major_purchase,0.14,GA,RENT,6000,780,7,1751,0,6 years,1
48009,5000,8,36,debt_consolidation,0.03,NY,OWN,2500,735,5,4864,0,3 years,1
1046,5000,13,36,debt_consolidation,0.13,NJ,RENT,4833,660,10,9816,0,4 years,1
35719,7000,8,36,debt_consolidation,0.13,VA,MORTGAGE,6250,720,13,19848,0,10+ years,1
102294,20000,15,36,debt_consolidation,0.25,MN,MORTGAGE,6916.67,715,10,26938,0,10+ years,1
22561,7000,7,36,debt_consolidation,0.17,CA,RENT,4583.33,735,13,6897,0,5 years,1
7816,20000,10,36,debt_consolidation,0.18,DE,MORTGAGE,7833.33,760,14,49898,0,5 years,1
47745,6000,8,36,major_purchase,0.2,PA,MORTGAGE,7750,725,16,7533,1,8 years,1
21458,14000,8,36,major_purchase,0.11,FL,MORTGAGE,21666.67,735,14,13850,3,1 year,1
62166,30000,19,36,debt_consolidation,0.15,CO,MORTGAGE,9166.67,685,20,22299,1,< 1 year,1
42655,18225,18,36,debt_consolidation,0.25,TX,MORTGAGE,5000,660,12,16398,2,7 years,1
19255,12000,7,36,other,0.16,VA,MORTGAGE,11667,720,9,113671,0,4 years,1
51684,10000,12,36,debt_consolidation,0.13,CA,MORTGAGE,5833.33,690,8,13885,0,6 years,1
22667,16300,15,36,credit_card,0.24,FL,MORTGAGE,5222,675,11,40988,1,10+ years,1
587,11000,14,36,debt_consolidation,0.21,NY,OWN,4167,670,14,17436,0,2 years,1
13863,25000,16,60,small_business,0.01,CA,MORTGAGE,5666.67,785,2,0,4,10+ years,1
89627,24000,12,36,debt_consolidation,0.29,MD,MORTGAGE,7500,670,12,14804,1,< 1 year,1
32044,6000,7,36,major_purchase,0.09,NY,OWN,2462.75,715,11,8644,0,2 years,1
25141,10000,11,60,debt_consolidation,0.23,NV,MORTGAGE,5623.33,765,11,26898,1,10+ years,1
65250,2000,9,36,car,0.24,MI,OWN,3000,730,5,2117,1,10+ years,1
87148,6625,11,36,credit_card,0.1,PA,OWN,1916.67,690,10,5449,0,n/a,1
102167,20000,17,36,debt_consolidation,0.21,NY,RENT,5333.33,660,11,11881,4,1 year,1
3630,12000,10,36,other,0.09,WA,MORTGAGE,6250,745,8,5212,2,1 year,1
20690,4200,7,36,debt_consolidation,0.07,IL,RENT,5133.33,765,4,5475,1,4 years,1
103394,6950,13,36,other,0.13,TX,MORTGAGE,7916.67,715,5,1593,4,10+ years,1
32875,6000,8,36,major_purchase,0.05,IL,MORTGAGE,10916,765,18,6317,4,6 years,1
29116,8400,11,36,debt_consolidation,0.25,CA,MORTGAGE,7583,700,9,342,0,< 1 year,1
14340,5000,8,36,home_improvement,0.17,NJ,MORTGAGE,5833.33,725,18,19771,2,10+ years,1
82457,4750,10,36,credit_card,0.32,MO,MORTGAGE,3500,695,15,36512,0,10+ years,1
12895,15000,11,60,moving,0.18,NY,RENT,5761,785,12,2691,2,10+ years,1
98544,12000,16,36,home_improvement,0.05,WI,MORTGAGE,2916.67,670,13,10360,2,5 years,1
1324,4000,8,36,other,0.11,GA,RENT,3417,790,11,2775,3,1 year,1
16593,12800,13,60,debt_consolidation,0.09,FL,RENT,5166.67,725,7,7942,0,5 years,1
36466,12000,9,60,car,0.1,CA,MORTGAGE,9866,795,9,2787,0,4 years,1
37814,9425,13,36,credit_card,0.16,CA,RENT,3750,670,12,15116,0,8 years,1
43682,28000,12,36,debt_consolidation,0.03,NY,MORTGAGE,27083.33,730,5,12888,1,5 years,1
70424,30000,21,60,debt_consolidation,0.17,TX,MORTGAGE,8666.67,710,8,47503,0,6 years,1
27552,9600,18,36,debt_consolidation,0.15,VA,MORTGAGE,5166.67,660,8,13041,1,10+ years,1
3606,7800,13,36,debt_consolidation,0.17,NY,RENT,6000,695,8,13835,0,4 years,1
39094,12000,11,36,debt_consolidation,0.26,GA,RENT,5833.33,720,15,24893,3,10+ years,1
83231,9600,15,36,debt_consolidation,0.13,PA,MORTGAGE,6000,675,13,11407,2,10+ years,1
9533,6000,11,36,credit_card,0.23,VA,MORTGAGE,5000,705,15,46125,1,2 years,1
19581,7500,11,60,debt_consolidation,0.24,NY,RENT,1820,720,13,4409,2,2 years,1
50339,7000,6,36,debt_consolidation,0.08,FL,OWN,2750,760,8,10860,0,4 years,1
35460,10000,12,36,debt_consolidation,0.06,NY,RENT,4333.33,685,8,7072,0,10+ years,1
102138,3200,13,36,credit_card,0.17,CA,MORTGAGE,6476,665,14,80837,4,10+ years,1
13279,13000,10,36,debt_consolidation,0.12,VA,MORTGAGE,10533.33,725,13,37252,0,< 1 year,1
71487,35000,25,60,debt_consolidation,0.08,AL,MORTGAGE,10000,660,12,21391,2,10+ years,1
97364,20800,7,36,credit_card,0.16,CA,MORTGAGE,10833.33,710,11,15192,0,10+ years,1
77135,1600,16,36,debt_consolidation,0.08,OR,RENT,2666.67,660,7,5504,2,6 years,1
67373,10050,6,36,small_business,0.21,TX,RENT,2500,750,11,13669,0,9 years,1
51379,8000,18,36,debt_consolidation,0.21,CA,MORTGAGE,8583.33,670,15,14584,3,5 years,1
97075,16000,12,36,debt_consolidation,0.24,CT,RENT,6250,715,8,10304,2,< 1 year,1
46056,11700,8,36,home_improvement,0.06,CA,MORTGAGE,3320.83,720,11,14301,0,10+ years,1
72277,13475,12,36,debt_consolidation,0.28,FL,MORTGAGE,5666.67,705,12,7722,1,7 years,1
31190,14500,5,36,home_improvement,0.07,OH,MORTGAGE,10000,800,9,40,0,10+ years,1
103224,5000,15,36,other,0.06,CA,RENT,3083.33,665,8,4680,4,5 years,1
53652,13600,7,36,debt_consolidation,0.17,CA,MORTGAGE,11250,750,11,77377,1,4 years,1
75321,2200,9,36,debt_consolidation,0.14,CA,RENT,7083.33,715,10,14980,1,10+ years,1
49761,9000,10,36,credit_card,0.19,NY,MORTGAGE,5833.33,705,12,12035,0,10+ years,1
87513,27925,22,60,debt_consolidation,0.04,FL,MORTGAGE,7000,685,14,9914,2,n/a,1
80353,9450,14,36,debt_consolidation,0.25,NY,RENT,2916.67,670,12,11555,0,4 years,1
25236,15175,20,60,debt_consolidation,0.19,WA,RENT,4333.33,665,6,18049,0,8 years,1
30497,10000,7,36,debt_consolidation,0.08,AZ,RENT,3166.67,735,4,0,0,1 year,1
96700,16000,16,36,debt_consolidation,0.21,FL,RENT,5416.67,680,13,14246,1,< 1 year,1
85272,13200,15,36,debt_consolidation,0.09,KY,MORTGAGE,3333.33,680,10,5400,3,10+ years,1
60220,20000,19,60,other,0.06,PA,RENT,15416.67,695,13,15026,3,< 1 year,1
78437,8500,18,36,other,0.18,MI,RENT,2583.33,665,9,13718,0,2 years,1
40066,3000,14,36,debt_consolidation,0.11,NY,OWN,3833,670,11,5515,1,< 1 year,1
91905,10000,15,36,credit_card,0.19,FL,MORTGAGE,5583.33,675,16,12723,1,2 years,1
99247,14075,16,36,debt_consolidation,0.11,NY,MORTGAGE,10416.67,700,10,7653,3,10+ years,1
62996,19000,20,60,credit_card,0.2,NY,RENT,4500,680,13,11388,1,3 years,1
2088,25000,13,36,small_business,0.06,IL,MORTGAGE,8666.67,760,9,1900,4,10+ years,1
84001,9000,13,36,credit_card,0.24,GA,MORTGAGE,4229.17,685,11,7496,0,1 year,1
80275,6775,13,36,debt_consolidation,0.1,NC,RENT,6666.67,685,14,5457,2,< 1 year,1
24608,2200,15,36,debt_consolidation,0.16,CA,RENT,2500,675,7,2476,2,2 years,1
2891,10800,8,36,home_improvement,0.07,CA,MORTGAGE,11250,790,7,10232,2,< 1 year,1
94245,16800,14,60,debt_consolidation,0.22,WV,MORTGAGE,6666.67,675,14,23740,0,1 year,1
25703,3500,16,36,home_improvement,0.14,GA,MORTGAGE,6833.33,660,7,11526,3,8 years,1
24038,9250,19,60,debt_consolidation,0.19,AK,MORTGAGE,4448,660,9,22704,0,10+ years,1
31842,23400,7,36,debt_consolidation,0.16,TX,RENT,5580,740,6,2086,0,1 year,1
81514,10375,8,36,debt_consolidation,0.28,MD,MORTGAGE,4500,745,7,0,0,5 years,1
66437,9325,14,36,debt_consolidation,0.21,DC,RENT,3333.33,695,10,27007,1,< 1 year,1
49263,18000,21,60,debt_consolidation,0.16,NY,RENT,6500,665,10,4256,0,10+ years,1
68113,5375,9,36,debt_consolidation,0.29,NC,RENT,3416.67,720,6,3007,2,< 1 year,1
99898,3700,16,36,credit_card,0.32,NY,RENT,3000,690,9,14151,0,1 year,1
65485,19125,18,36,debt_consolidation,0.09,MA,RENT,4166.67,675,8,19761,3,10+ years,1
67349,1625,15,36,major_purchase,0.04,TX,OWN,1666.67,745,3,1759,4,3 years,1
39590,26000,17,60,home_improvement,0.12,NC,MORTGAGE,4416.67,730,5,7560,1,10+ years,1
36450,6650,18,60,debt_consolidation,0.17,OH,MORTGAGE,3084,680,16,5646,2,3 years,1
31456,1000,11,36,debt_consolidation,0.21,CA,RENT,4666.67,670,16,26558,0,10+ years,1
2407,18000,14,36,wedding,0.08,TX,MORTGAGE,5833.33,720,5,18505,1,3 years,1
3841,8000,13,36,wedding,0.17,TX,MORTGAGE,3521,680,13,4075,0,3 years,1
103033,4575,16,36,credit_card,0.14,MS,OTHER,5833.33,680,25,82586,2,2 years,1
52353,35000,22,60,debt_consolidation,0.19,RI,MORTGAGE,14166.67,690,14,51314,3,3 years,1
51625,10000,12,36,debt_consolidation,0.12,CA,MORTGAGE,4375,695,7,11070,0,5 years,1
91179,32350,18,36,debt_consolidation,0.2,CT,OWN,6000,660,15,39513,1,3 years,1
16680,16000,13,36,debt_consolidation,0.16,CA,MORTGAGE,3600,700,9,26357,2,3 years,1
73961,13750,14,36,credit_card,0.25,CA,RENT,3000,690,12,16734,1,1 year,1
95827,5600,11,36,credit_card,0.28,NC,MORTGAGE,11666.67,665,18,194205,0,10+ years,1
79106,21000,24,60,debt_consolidation,0.25,KS,RENT,7458.33,660,14,11973,0,10+ years,1
53903,12000,8,36,home_improvement,0.22,MN,MORTGAGE,5416.67,730,8,28146,0,10+ years,1
31290,12000,13,36,debt_consolidation,0.16,NV,MORTGAGE,6250,680,13,13528,1,7 years,1
26608,3600,14,36,other,0.1,NY,RENT,5750,670,8,10766,2,4 years,1
16549,25000,16,60,debt_consolidation,0.22,PA,MORTGAGE,7083.33,705,8,9133,0,4 years,1
16631,8400,9,60,car,0.22,NM,MORTGAGE,4833.33,760,6,19187,0,3 years,1
92743,24375,16,60,debt_consolidation,0.31,PA,MORTGAGE,4708.33,700,18,49136,0,10+ years,1
83058,8575,16,36,debt_consolidation,0.34,KY,MORTGAGE,4541.67,675,15,5180,1,10+ years,1
87620,13800,12,36,debt_consolidation,0.17,CA,RENT,4250,695,8,11366,0,< 1 year,1
31254,17000,11,36,debt_consolidation,0.14,MI,RENT,5083.33,695,9,13883,0,4 years,1
58027,11000,14,36,debt_consolidation,0.13,LA,MORTGAGE,4666.67,675,8,10482,0,6 years,1
12131,7800,14,36,other,0.22,CA,RENT,2508.33,680,5,25780,0,< 1 year,1
30255,3725,11,36,credit_card,0.19,NY,RENT,11666.67,695,21,43987,0,10+ years,1
57001,11000,17,36,other,0.11,WI,MORTGAGE,5000,665,7,10070,3,10+ years,1
61049,8500,15,36,debt_consolidation,0.08,CO,RENT,3333.33,670,5,8844,0,< 1 year,1
58569,10000,10,36,credit_card,0.07,MA,RENT,4583.33,705,14,13511,0,7 years,1
37224,12000,12,60,debt_consolidation,0.23,CT,MORTGAGE,4000,725,8,15010,0,10+ years,1
59159,31500,12,60,other,0.21,IL,RENT,5250,755,10,11936,0,10+ years,1
84476,19000,15,60,debt_consolidation,0.28,FL,RENT,3617.21,705,8,25692,0,3 years,1
94507,12000,10,36,debt_consolidation,0.14,CO,MORTGAGE,8791.67,695,10,17185,2,8 years,1
69461,19125,10,36,debt_consolidation,0.26,FL,RENT,4000,725,5,0,0,5 years,1
8194,6525,16,36,other,0.1,MD,RENT,3166.67,700,3,2494,1,1 year,1
72283,8975,8,36,debt_consolidation,0.22,NJ,MORTGAGE,9166.67,725,18,61613,3,10+ years,1
32215,6000,6,36,other,0.11,NY,MORTGAGE,6250,780,9,89985,2,n/a,1
47228,20800,19,60,credit_card,0.16,TX,RENT,6916.67,680,20,28764,1,10+ years,1
41426,8400,14,36,debt_consolidation,0.12,NC,MORTGAGE,4166.67,680,10,16634,1,10+ years,1
79725,20000,18,36,debt_consolidation,0.13,FL,MORTGAGE,13583.33,675,17,30679,1,< 1 year,1
85720,18550,12,36,debt_consolidation,0.11,FL,MORTGAGE,3941,710,14,9438,0,n/a,1
